flame_id,reindexed_id,x,y,credibility
1,1,961.451,665.975,0.485385
2,1,959.06,659.67,0.484598
3,1,959.547,662.303,0.490032
4,1,962.092,661.438,0.462262
5,1,964.04,662.045,0.473979
6,1,0,0,0
7,1,965.054,662.645,0.435374
8,1,967.392,661.768,0.478629
9,1,966.454,660.676,0.442824
10,1,968.212,660.479,0.442433
11,1,970.174,661.882,0.481941
12,1,957.408,660.684,0.456298
13,1,969.447,658.11,0.448772
14,1,967.956,669.416,0.502486
15,1,0,0,0
16,1,961.985,660.871,0.523795
17,1,0,0,0
18,1,975.83,660.502,0.430438
19,1,0,0,0
20,1,969.919,659.061,0.463003
21,1,0,0,0
22,1,974.451,668.336,0.463695
23,1,0,0,0
24,1,978.22,665.845,0.436618
25,1,0,0,0
26,1,0,0,0
27,1,0,0,0
28,1,0,0,0
29,1,0,0,0
30,1,0,0,0
31,1,990.367,661.148,0.408653
32,1,990.789,661.244,0.411347
33,1,0,0,0
34,1,992.992,663.037,0.426693
35,1,0,0,0
36,1,0,0,0
37,1,995.95,663.138,0.379167
38,1,997.525,662.421,0.433907
39,1,0,0,0
40,1,0,0,0
41,1,1000.23,663.962,0.416701
42,1,1002.15,664.115,0.467276
43,1,1004.33,666.574,0.502131
44,1,0,0,0
45,1,993.847,662.472,0.369069
46,1,0,0,0
47,1,993.367,662.894,0.428278
48,1,1006.2,664.358,0.48117
49,1,994.8,664.991,0.498486
50,1,1010.3,666.375,0.486799
51,1,1012.31,669.01,0.514935
52,1,1013.6,667.329,0.446582
53,1,1002.41,663.341,0.481774
54,1,0,0,0
55,1,1005.47,663.675,0.64809
56,1,1015.29,667.272,0.449416
57,1,1005.91,663.678,0.490179
58,1,1014.51,665.825,0.495675
59,1,1016.92,667.213,0.486682
60,1,1020.67,669.563,0.573593
61,1,1021.64,671.92,0.469945
62,1,1020.11,669.09,0.461544
63,1,1021.1,668.359,0.450171
64,1,1022.82,669.194,0.484165
65,1,1021,665.591,0.47136
66,1,1025.3,669.687,0.458267
67,1,1026.53,669.328,0.43
68,1,0,0,0
69,1,0,0,0
70,1,0,0,0
71,1,1029.51,668.467,0.516683
72,1,0,0,0
73,1,1027.63,667.266,0.416568
74,1,0,0,0
75,1,0,0,0
76,1,1018.72,668.421,0.434704
77,1,0,0,0
78,1,1022.99,671.873,0.50758
79,1,0,0,0
80,1,1021.58,668.388,0.427036
81,1,1035.51,666.748,0.460239
82,1,1036.67,667.928,0.45424
83,1,1037.72,666.199,0.445639
84,1,0,0,0
85,1,0,0,0
86,1,1031.03,665.922,0.563942
87,1,0,0,0
88,1,0,0,0
89,1,1041.42,665.916,0.478142
90,1,1045.27,667.973,0.441522
91,1,0,0,0
92,1,1046.14,668.186,0.455633
93,1,0,0,0
94,1,1048.27,668.822,0.497202
95,1,0,0,0
96,1,0,0,0
97,1,0,0,0
98,1,0,0,0
99,1,0,0,0
100,1,0,0,0
101,1,0,0,0
102,1,0,0,0
103,1,0,0,0
104,1,1057.93,669.932,0.397398
105,1,0,0,0
106,1,0,0,0
107,1,1059.91,667.486,0.475665
108,1,1063.41,669.646,0.492537
109,1,1048.97,670.666,0.487603
110,1,1063.8,669.343,0.464753
111,1,0,0,0
112,1,1067.56,670.702,0.496877
113,1,1048.34,669.019,0.50585
114,1,1067.83,669.852,0.51432
115,1,0,0,0
116,1,0,0,0
117,1,0,0,0
118,1,0,0,0
119,1,0,0,0
120,1,0,0,0
121,1,0,0,0
122,1,1074.53,670.005,0.388031
123,1,0,0,0
124,1,1077.31,668.842,0.441642
125,1,0,0,0
126,1,1079.31,670.861,0.440084
127,1,0,0,0
128,1,0,0,0
129,1,1081.1,669.497,0.450358
130,1,1084.31,669.026,0.420579
131,1,1085.19,670.646,0.454627
132,1,1073.35,669.477,0.506482
133,1,1084.43,669.694,0.44357
134,1,0,0,0
135,1,1086.25,671.842,0.447077
136,1,0,0,0
137,1,1090.08,671.394,0.423823
138,1,1089.15,670.006,0.43484
139,1,1089.23,671.81,0.428059
140,1,0,0,0
141,1,1093.1,671.751,0.414125
142,1,1095.67,673.698,0.773657
143,1,1095.18,671.268,0.455349
144,1,1088.06,673.585,0.3163
145,1,1096.03,672.867,0.419345
146,1,1098.15,672.425,0.431041
147,1,1101.22,673.243,0.480165
148,1,1090.13,671.473,0.500751
149,1,1102.06,672.591,0.437197
150,1,1092.92,671.337,0.501699
151,1,1106.77,675.872,0.475047
152,1,1105.77,674.752,0.40138
153,1,1105.07,672.572,0.36272
154,1,1108.8,676.975,0.392115
155,1,0,0,0
156,1,0,0,0
157,1,1110.73,674.777,0.416127
158,1,0,0,0
159,1,1112.02,673.21,0.379945
160,1,1114.68,675.728,0.417158
161,1,1113.71,674.171,0.402381
162,1,1114.57,675.182,0.368109
163,1,0,0,0
164,1,0,0,0
165,1,0,0,0
166,1,0,0,0
167,1,0,0,0
168,1,1118.62,673.885,0.394974
169,1,0,0,0
170,1,0,0,0
171,1,1127.69,682.658,0.39566
172,1,1127.41,681.405,0.43937
173,1,0,0,0
174,1,0,0,0
175,1,0,0,0
176,1,1127.25,676.531,0.417198
177,1,0,0,0
178,1,1131.31,680.963,0.423719
179,1,1130.26,678.052,0.424533
180,1,1129.43,676.286,0.42536
181,1,1130.24,677.565,0.424411
182,1,1134.25,680.329,0.461138
183,1,1137.97,684.123,0.418564
184,1,1137.13,681.533,0.474699
185,1,1136.11,679.941,0.414431
186,1,1139.04,682.379,0.464512
187,1,1139.22,682.026,0.478194
188,1,1142.24,686.289,0.56976
189,1,1138.17,678.833,0.460933
190,1,1139.14,678.721,0.405552
191,1,1140.98,680.472,0.457551
192,1,1144.65,682.959,0.387933
