flame_id,reindexed_id,x,y,credibility
1,1,967.159,684.051,0.54779
2,1,967.337,682.663,0.699867
3,1,968.886,683.784,0.614915
4,1,970.748,681.635,0.655026
5,1,970.621,683.668,0.616892
6,1,970.621,683.668,0.616892
7,1,971.331,684.169,0.666778
8,1,973.3,683.432,0.586666
9,1,975.752,682.992,0.63502
10,1,976.847,682.545,0.656945
11,1,976.643,685.908,0.704374
12,1,968.903,681.022,0.617733
13,1,977.693,682.849,0.585879
14,1,968.996,693.322,0.473231
15,1,968.996,693.322,0.473231
16,1,969.74,683.167,0.489638
17,1,969.74,683.167,0.489638
18,1,984.158,683.636,0.539466
19,1,984.158,683.636,0.539466
20,1,978.921,681.565,0.687531
21,1,978.921,681.565,0.687531
22,1,980.311,695.686,0.441755
23,1,980.311,695.686,0.441755
24,1,981.864,688.62,0.475009
25,1,981.864,688.62,0.475009
26,1,981.864,688.62,0.475009
27,1,981.864,688.62,0.475009
28,1,981.864,688.62,0.475009
29,1,981.864,688.62,0.475009
30,1,981.864,688.62,0.475009
31,1,998.697,683.363,0.650664
32,1,998.302,683.782,0.628878
33,1,998.302,683.782,0.628878
34,1,1000.33,685.067,0.625966
35,1,1000.33,685.067,0.625966
36,1,1000.33,685.067,0.625966
37,1,1004.1,683.065,0.589066
38,1,1003.77,686.498,0.594788
39,1,1003.77,686.498,0.594788
40,1,1003.77,686.498,0.594788
41,1,1007.56,683.206,0.633816
42,1,1007.51,686.424,0.585895
43,1,1009.75,687.371,0.568723
44,1,1009.75,687.371,0.568723
45,1,1004.28,679.857,0.420249
46,1,1004.28,679.857,0.420249
47,1,1001.31,685.849,0.61421
48,1,1013.5,687.196,0.683515
49,1,1002.91,691.129,0.68135
50,1,1014.04,687.875,0.573479
51,1,1016.94,689.362,0.521415
52,1,1016.31,689.001,0.577444
53,1,1010.43,683.826,0.590331
54,1,1010.43,683.826,0.590331
55,1,1011.14,690.145,0.734156
56,1,1019.85,690.071,0.646495
57,1,1012.44,687.945,0.579072
58,1,1022.39,688.484,0.608948
59,1,1022.54,689.717,0.619155
60,1,1024.33,691.518,0.603074
61,1,1025.56,688.585,0.503129
62,1,1026.68,687.85,0.62521
63,1,1027.65,687.06,0.655406
64,1,1028.35,687.626,0.621433
65,1,1027.53,687.045,0.579296
66,1,1028.09,690.199,0.522201
67,1,1030.18,689.4,0.617328
68,1,1030.18,689.4,0.617328
69,1,1030.18,689.4,0.617328
70,1,1030.18,689.4,0.617328
71,1,1034.32,689.603,0.58942
72,1,1034.32,689.603,0.58942
73,1,1034.38,688.472,0.608045
74,1,1034.38,688.472,0.608045
75,1,1034.38,688.472,0.608045
76,1,1025.54,687.903,0.573391
77,1,1025.54,687.903,0.573391
78,1,1025.72,693.706,0.439111
79,1,1025.72,693.706,0.439111
80,1,1028.73,694.288,0.53185
81,1,1041.19,690.418,0.560343
82,1,1044.23,689.645,0.665521
83,1,1045.17,688.571,0.672424
84,1,1045.17,688.571,0.672424
85,1,1045.17,688.571,0.672424
86,1,1038.59,688.583,0.558495
87,1,1038.59,688.583,0.558495
88,1,1038.59,688.583,0.558495
89,1,1048.98,688.584,0.642354
90,1,1051.72,689.167,0.638879
91,1,1051.72,689.167,0.638879
92,1,1051.79,691.717,0.565961
93,1,1051.79,691.717,0.565961
94,1,1055.73,691.197,0.55889
95,1,1055.73,691.197,0.55889
96,1,1055.73,691.197,0.55889
97,1,1055.73,691.197,0.55889
98,1,1055.73,691.197,0.55889
99,1,1055.73,691.197,0.55889
100,1,1055.73,691.197,0.55889
101,1,1055.73,691.197,0.55889
102,1,1055.73,691.197,0.55889
103,1,1055.73,691.197,0.55889
104,1,1064.06,690.962,0.533237
105,1,1064.06,690.962,0.533237
106,1,1064.06,690.962,0.533237
107,1,1068.54,692.419,0.452688
108,1,1069.64,691.897,0.561707
109,1,1055.59,691.462,0.467122
110,1,1071.31,691.85,0.637578
111,1,1071.31,691.85,0.637578
112,1,1072.22,693.067,0.572843
113,1,1056.69,693.155,0.393588
114,1,1076.21,692.212,0.594459
115,1,1076.21,692.212,0.594459
116,1,1076.21,692.212,0.594459
117,1,1076.21,692.212,0.594459
118,1,1076.21,692.212,0.594459
119,1,1076.21,692.212,0.594459
120,1,1076.21,692.212,0.594459
121,1,1076.21,692.212,0.594459
122,1,1081.97,694.195,0.715884
123,1,1081.97,694.195,0.715884
124,1,1085.49,692.469,0.697791
125,1,1085.49,692.469,0.697791
126,1,1087.78,692.522,0.637888
127,1,1087.78,692.522,0.637888
128,1,1087.78,692.522,0.637888
129,1,1088.56,692.806,0.698005
130,1,1090.89,691.603,0.650875
131,1,1090.78,693.014,0.650517
132,1,1082.33,691.926,0.658691
133,1,1092.83,693.036,0.673647
134,1,1092.83,693.036,0.673647
135,1,1092.93,694.73,0.517637
136,1,1092.93,694.73,0.517637
137,1,1097.89,692.856,0.522955
138,1,1097.86,693.239,0.550816
139,1,1099.74,692.82,0.565033
140,1,1099.74,692.82,0.565033
141,1,1101.81,691.09,0.501543
142,1,1090.32,703.986,0.627543
143,1,1102.27,695.218,0.674282
144,1,1097.61,699.04,0.351975
145,1,1104.74,694.173,0.491342
146,1,1105.72,694.199,0.56588
147,1,1105.77,694.162,0.565174
148,1,1098.41,696.311,0.540495
149,1,1108.67,694.308,0.478827
150,1,1103.19,691.878,0.623142
151,1,1108.7,698.087,0.459771
152,1,1110.48,697.348,0.44728
153,1,1112.33,695.26,0.523704
154,1,1114.59,695.309,0.326273
155,1,1114.59,695.309,0.326273
156,1,1114.59,695.309,0.326273
157,1,1116.45,696.706,0.440179
158,1,1116.45,696.706,0.440179
159,1,1118.39,695.965,0.529797
160,1,1116.62,697.996,0.402487
161,1,1119.63,695.891,0.38937
162,1,1121.41,693.738,0.438993
163,1,1121.41,693.738,0.438993
