0,727.812
1,727.729
2,727.68
3,727.8
4,727.854
5,0
6,727.215
7,728.729
8,726.694
9,728.598
10,727.491
11,723.467
12,726.829
13,742.174
14,0
15,727.757
16,0
17,727.128
18,0
19,723.872
20,0
21,738.663
22,0
23,735.082
24,0
25,0
26,0
27,0
28,0
29,0
30,727.793
31,730.738
32,0
33,730.044
34,0
35,0
36,731.07
37,731.086
38,0
39,0
40,730.858
41,731.043
42,732.583
43,0
44,724.19
45,0
46,731.758
47,731.959
48,730.786
49,732.744
50,732.84
51,734.15
52,731.033
53,0
54,731.741
55,732.934
56,731.811
57,735.773
58,733.788
59,734.515
60,734.66
61,732.872
62,733.812
63,733.707
64,733.685
65,734.951
66,735.016
67,0
68,0
69,0
70,734.758
71,0
72,734.739
73,0
74,0
75,733.684
76,0
77,732.824
78,0
79,738.051
80,734.918
81,736.854
82,734.246
83,0
84,0
85,733.904
86,0
87,0
88,735.807
89,734.318
90,0
91,737.838
92,0
93,735.946
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,737.405
104,0
105,0
106,734.614
107,734.617
108,736.835
109,737.802
110,0
111,737.798
112,734.93
113,737.863
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,739.786
122,0
123,738.815
124,0
125,738.668
126,0
127,0
128,738.49
129,738.638
130,738.682
131,737.723
132,738.785
133,0
134,741.459
135,0
136,740.658
137,741.642
138,740.571
139,0
140,740.404
141,740.51
142,739.571
143,743.587
144,742.597
145,740.588
146,739.637
147,739.548
148,740.576
149,736.696
150,739.619
151,741.599
152,740.637
153,741.626
154,0
155,0
156,741.517
157,0
158,740.564
159,740.595
160,742.292
161,742.571
162,0
163,0
164,0
165,0
166,0
167,743.331
168,0
169,0
170,742.984
171,742.348
172,0
173,0
174,0
175,741.64
176,0
177,743.598
178,741.62
179,742.486
180,744.442
181,744.312
182,744.305
183,744.34
184,742.372
185,744.439
186,744.27
187,745.374
188,744.103
189,744.145
190,744.491
191,744.281
192,743.252
193,743.228
194,744.228
195,745.336
196,744.411
197,0
198,744.419
199,742.879
200,746.319
201,0
202,745.431
203,747.398
204,746.362
205,744.325
206,746.255
207,743.572
208,743.67
209,745.025
210,744.637
