flame_id,reindexed_id,x,y,credibility
1,1,828.172,775.272,0.191533
2,1,830.36,778.238,0.184789
3,1,834.411,780.621,0.0973818
4,1,837.001,779.625,0.0869328
5,1,837.069,778.584,0.165321
6,1,837.244,770.022,0.0767893
7,1,842.597,776.276,0.138302
8,1,847.726,783.555,0.0778776
9,1,840.968,773.607,0.106007
10,1,837.218,766.287,0.0677009
11,1,837.995,777.352,0.119835
12,1,837.172,778.812,0.246978
13,1,841.853,778.007,0.0978755
14,1,864.56,796.584,0.0247065
15,1,844.261,784.374,0.0495455
16,1,0,0,0
17,1,850.211,777.671,0.0453197
18,1,848.456,783.648,0.0401606
19,1,851.72,787.984,0.0338896
20,1,846.791,774.835,0.0332591
21,1,853.499,783.916,0.0613727
22,1,840.033,773.015,0.382651
23,1,853.348,788.416,0.0574268
24,1,835.464,759.604,0.0565206
25,1,851.938,779.029,0.0357442
26,1,855.691,778.202,0.0245345
27,1,856.692,778.593,0.0273718
28,1,847.728,791.825,0.0395303
29,1,849.937,767.094,0.0239633
30,1,880.904,789.422,0.0582183
31,1,856.18,770.273,0.0206971
32,1,856.454,769.679,0.0234698
33,1,856.148,770.078,0.013043
34,1,856.219,773.623,0.0212974
35,1,858.415,768.069,0.0207594
36,1,859.013,768.026,0.0252885
37,1,861.545,767.525,0.0377888
38,1,864.386,771.163,0.0252801
39,1,867.26,770.182,0.0146459
40,1,862.811,770.095,0.0331355
41,1,857.908,770.552,0.0204321
42,1,867.726,770.106,0.0197997
43,1,994.137,776.507,0.0136796
44,1,847.021,743.315,0.00945378
45,1,884.756,776.287,0.014628
46,1,1012.24,774.374,0.0148637
47,1,901.498,787.875,0.0117373
48,1,999.123,778.514,0.0161745
49,1,0,0,0
50,1,1001.08,778.849,0.0103752
51,1,873.066,771.994,0.0411827
52,1,886.387,775.239,0.012367
53,1,901.466,773.591,0.0183792
54,1,874.58,770.984,0.0158581
55,1,877.46,772.625,0.0219804
56,1,865.527,748.619,0.0117049
57,1,922.22,803.763,0.0122894
58,1,870.078,745.727,0.0101906
59,1,872.78,757.767,0.012339
60,1,873.527,757.7,0.0114145
61,1,887.782,766.107,0.041488
62,1,880.157,757.828,0.0172512
63,1,882.084,760.258,0.016909
64,1,884.399,760.083,0.0244196
65,1,890.62,762.611,0.0358713
66,1,889.86,760.8,0.0302962
67,1,889.864,758.869,0.0300766
68,1,892.667,758.665,0.0355785
69,1,890.604,756.935,0.0265243
70,1,893.529,758.346,0.0142492
71,1,899.442,760.977,0.0280506
72,1,898.305,759,0.0266351
73,1,894.924,744.857,0.01617
74,1,902.613,761.792,0.0477225
75,1,905.526,761.722,0.0486482
76,1,892.818,773.185,0.021847
77,1,905.285,758.912,0.020631
78,1,0,0,0
79,1,905.017,758.033,0.029116
80,1,894.345,758.86,0.0359329
81,1,909.172,757.709,0.0418772
82,1,909.489,762.38,0.0296566
83,1,914.377,756.676,0.0246956
84,1,973.016,803.492,0.00658164
85,1,919.204,760.043,0.0400474
86,1,901.519,767.879,0.0340015
87,1,921.064,759.547,0.112428
88,1,902.855,757.755,0.0311821
89,1,920.125,755.622,0.0360653
90,1,920.226,762.555,0.0562948
91,1,915.269,803.351,0.0627489
92,1,919.192,806.786,0.132504
93,1,921.906,807.927,0.135134
94,1,921.823,804.475,0.132282
95,1,923.64,806.606,0.122207
96,1,923.377,800.509,0.120852
97,1,927.949,766.905,0.0587275
98,1,930.649,769.119,0.0664353
99,1,930.268,773.568,0.114232
100,1,932.104,769.662,0.125829
101,1,930.582,796.56,0.121092
102,1,932.076,802.462,0.117643
103,1,929.393,802.189,0.138689
104,1,938.428,766.362,0.0797434
105,1,936.124,768.421,0.0582633
106,1,937.958,764.312,0.0546375
107,1,936.233,791.229,0.105859
108,1,934.658,800,0.0962811
109,1,923.124,783.27,0.2369
110,1,948.241,756.984,0.023344
111,1,924.864,802.593,0.11826
112,1,942.962,770.344,0.107922
113,1,950.291,750.729,0.0188671
114,1,941.51,796.195,0.0843633
115,1,943.156,790.037,0.0916412
116,1,947.056,791.463,0.0974549
117,1,948.852,810.876,0.111285
118,1,949.817,796.818,0.124786
119,1,944.924,758.998,0.0144348
120,1,959.398,759.026,0.0796462
121,1,960.16,766.469,0.0916861
122,1,962.024,799.166,0.0624365
123,1,964.919,755.865,0.0358186
124,1,963.536,787.763,0.0877439
125,1,964.614,760.38,0.0505398
126,1,963.106,764.676,0.105738
127,1,964.015,767.711,0.0805922
128,1,970.11,758.042,0.0709507
129,1,971.363,756.579,0.068268
130,1,970.97,754.508,0.0210233
131,1,972.218,755.092,0.0144453
132,1,994.666,785.907,0.0270692
133,1,977.599,753.356,0.047548
134,1,963.7,755.158,0.0175657
135,1,982.797,752.21,0.0420711
136,1,979.31,752.09,0.0244229
137,1,980.516,773.129,0.0347123
138,1,982.789,754.071,0.0267422
139,1,984.265,753.073,0.0349087
140,1,0,0,0
141,1,984.067,750.308,0.0416514
142,1,989.526,705.332,0.0138421
143,1,992.093,752.637,0.0353443
144,1,991.207,757.328,0.0693902
145,1,991.611,751.695,0.0718825
146,1,991.201,778.53,0.0735954
147,1,993.395,747.957,0.0429524
148,1,981.083,772.767,0.0353853
149,1,996.758,750.697,0.0469411
150,1,999.304,736.672,0.0201543
151,1,994.611,747.092,0.0200845
152,1,993.736,745.336,0.0125726
153,1,998.699,746.074,0.0394871
154,1,1000.62,746.038,0.0335886
155,1,1000.62,745.096,0.0245374
156,1,1005.64,745.212,0.0579083
157,1,1004.66,746.114,0.0864682
158,1,1006.88,744.914,0.0252182
159,1,1005.39,741.903,0.0293199
160,1,1009.6,743.195,0.0402
161,1,1010.75,744.403,0.0451089
162,1,1004.69,741.06,0.0166341
163,1,1007.59,740.995,0.0320611
164,1,1011.54,739.876,0.0281437
165,1,0,0,0
166,1,1013.27,739.223,0.0233457
167,1,1016.86,710.422,0.0467538
168,1,1014.97,739.133,0.0312759
169,1,1009.26,739.219,0.063358
170,1,1010.2,735.276,0.0133911
171,1,1019.55,738.508,0.0329401
172,1,1018.03,735.095,0.0318537
173,1,1019.39,735.281,0.0868414
174,1,1016.16,734.039,0.0360419
175,1,1029.38,683.736,0.0180986
176,1,1016.42,735.204,0.0137773
177,1,1025.13,738.423,0.0861824
178,1,1020.56,735.245,0.0216181
179,1,1018.25,738.269,0.0139144
180,1,1026.51,734.642,0.022318
181,1,1019.09,731.788,0.0141472
182,1,1020.54,731.388,0.0135337
183,1,1022.2,729.85,0.0144751
184,1,1029.98,735.596,0.0186047
185,1,1023.95,732.645,0.0142763
186,1,1024.16,736.713,0.014604
187,1,1030.99,735.502,0.0433958
188,1,1027.36,734.227,0.0202647
189,1,1029.43,732.356,0.0143025
190,1,1025.54,730.733,0.0161053
191,1,1034.32,735.263,0.0416805
192,1,1054.61,710.902,0.0179922
193,1,0,0,0
194,1,0,0,0
195,1,1033.78,729.62,0.0194152
196,1,1033.68,734.956,0.0120995
197,1,1033.66,733.784,0.0141959
198,1,1045.02,711.5,0.037992
199,1,1036.8,732.786,0.0157729
200,1,1033.11,654.454,0.0200451
201,1,1039.33,731.055,0.0175358
202,1,1038.85,711.979,0.0240014
203,1,1056.88,714.485,0.0113995
204,1,1039.53,729.434,0.0138377
205,1,1042.05,732.153,0.0128463
206,1,1035.58,732.997,0.0869891
207,1,1042.1,729.294,0.0121925
208,1,1050.89,700.645,0.0200237
209,1,1045.93,732.944,0.0145238
210,1,1042.37,726.552,0.0909081
211,1,1047.9,732.011,0.0116544
212,1,1047.8,732.176,0.0142527
213,1,1048.57,729.694,0.0177483
214,1,1050.14,729.712,0.0327244
215,1,1052.79,613.301,0.0145372
216,1,1066.7,714.094,0.0116004
217,1,1049.74,729.064,0.0167277
218,1,1054.23,614.958,0.0145079
219,1,1067.98,714.28,0.0095312
220,1,1070.56,714.987,0.0124528
221,1,1052.98,731.86,0.0298489
222,1,1054.6,729.507,0.0148772
223,1,1071.2,679.578,0.0214402
224,1,1054.86,732.228,0.0128171
225,1,1055.8,724.248,0.043889
226,1,1057.89,728.703,0.0182163
227,1,1062.18,733.164,0.0211823
228,1,1060.16,729.376,0.0215372
229,1,1065.64,733.336,0.044706
230,1,1060.16,728.867,0.0164982
231,1,1075.61,709.055,0.0239296
232,1,1061.47,729.89,0.0175538
233,1,1044.33,776.913,0.0605657
234,1,1063.66,731.664,0.0188544
235,1,1067.23,728.588,0.0175225
236,1,1068.82,728.796,0.0159452
237,1,1068.2,733.025,0.0318102
238,1,1068.12,729.572,0.0162246
239,1,1084.32,725.358,0.0140181
240,1,0,0,0
241,1,1086.41,718.458,0.00948323
242,1,1085.59,720.026,0.010422
243,1,1086.51,720.74,0.0116708
244,1,1091.31,716.157,0.0110334
245,1,1091.34,716.014,0.0118764
246,1,1091.18,715.54,0.0111626
247,1,1086.29,721.237,0.0120718
248,1,1073.62,726.405,0.0101126
249,1,1093.4,719.836,0.0101155
250,1,1118.95,726.666,0.0103916
251,1,1090.03,721.678,0.0105314
252,1,1076.53,727.417,0.0111151
253,1,1095.31,719.912,0.0109101
254,1,1088.01,729.686,0.0328328
255,1,1076.99,728.744,0.0117644
256,1,1072.79,728.803,0.0329147
257,1,1077.38,682.157,0.0131508
258,1,1084.98,724.125,0.022768
259,1,1097.38,719.968,0.0108227
260,1,1096.46,723.658,0.0113931
261,1,1082.02,727.378,0.0107978
262,1,1077.74,728.562,0.0112247
263,1,1101.03,717.078,0.00898766
264,1,1081.29,734.096,0.0126577
265,1,1080.29,732.33,0.0120124
266,1,1076.06,730.454,0.0179135
267,1,1081,682.654,0.0128503
268,1,0,0,0
269,1,1083.02,737.277,0.0141665
270,1,1107.02,708.882,0.0130336
271,1,1103.04,719.004,0.00974118
272,1,1083.72,683.527,0.00992465
273,1,1086.35,732.582,0.0147646
274,1,1085.4,733.112,0.0124498
275,1,1094.69,622.933,0.0118055
