flame_id,reindexed_id,x,y,credibility
1,1,793.151,666.795,0.171166
2,1,777.412,672.342,0.145358
3,1,795.015,666.622,0.152979
4,1,775.688,673.883,0.249289
5,1,780.206,673.743,0.179469
6,1,781.995,671.998,0.224407
7,1,782.367,673.885,0.145749
8,1,781.797,673.079,0.214108
9,1,781.934,677.901,0.260078
10,1,784.095,672.232,0.204109
11,1,787.192,672.18,0.215486
12,1,796.711,666.038,0.0554713
13,1,791.551,673.934,0.210474
14,1,766.526,675.38,0.024182
15,1,792.088,672.954,0.209237
16,1,0,0,0
17,1,792.329,683.612,0.210722
18,1,794.589,678.609,0.264022
19,1,794.71,680.199,0.233187
20,1,763.292,668.093,0.202948
21,1,798.854,677.228,0.1706
22,1,807.446,669.55,0.0938367
23,1,802.943,686.753,0.130904
24,1,800.63,696.031,0.0941477
25,1,801.527,684.399,0.22085
26,1,803.522,685.358,0.190787
27,1,811.404,674.082,0.133972
28,1,778.596,665.813,0.160705
29,1,810.26,688.585,0.124282
30,1,775.73,678.009,0.23867
31,1,812.34,681.698,0.254135
32,1,814.792,680.279,0.194804
33,1,820.621,676.82,0.226252
34,1,820.709,676.858,0.234132
35,1,826.051,670.146,0.159295
36,1,826.229,679.761,0.153094
37,1,842.848,669.977,0.119652
38,1,828.957,676.975,0.21378
39,1,832.238,673.658,0.178167
40,1,827.352,688.204,0.141348
41,1,829.93,677.878,0.205705
42,1,831.034,677.929,0.253199
43,1,835.425,674.607,0.282559
44,1,835.166,678.567,0.272034
45,1,823.64,672.131,0.10958
46,1,834.276,682.666,0.288477
47,1,800.73,666.784,0.210923
48,1,834.717,679.127,0.311345
49,1,0,0,0
50,1,842.734,685.083,0.245519
51,1,842.868,684.064,0.241563
52,1,844.899,681.441,0.212263
53,1,820.972,672.974,0.0899764
54,1,848.813,683.908,0.226823
55,1,841.231,689.949,0.454537
56,1,853.236,681.894,0.199758
57,1,824.81,671.176,0.139945
58,1,847.624,676.494,0.454562
59,1,858.912,685.826,0.228427
60,1,858.695,682.671,0.215535
61,1,854.646,682.395,0.291613
62,1,858.852,685.924,0.263551
63,1,859.689,684.115,0.284897
64,1,859.687,683.3,0.286336
65,1,865.242,685.601,0.254937
66,1,863.769,686.007,0.267277
67,1,866.379,682.092,0.268076
68,1,868.179,685.201,0.245794
69,1,868.52,685.586,0.204028
70,1,861.956,677.662,0.263464
71,1,872.255,682.922,0.241294
72,1,874.404,685.527,0.26868
73,1,875.571,681.521,0.232173
74,1,877.621,684.232,0.203887
75,1,879.661,684.129,0.22604
76,1,852.513,672.87,0.168013
77,1,882.729,681.702,0.236412
78,1,0,0,0
79,1,810.547,666.212,0.233902
80,1,850.361,670.891,0.133628
81,1,890.023,684.593,0.195105
82,1,881.474,673.817,0.293874
83,1,893.485,680.071,0.195627
84,1,876.146,667.325,0.100517
85,1,886.929,673.685,0.205578
86,1,841.503,654.025,0.253891
87,1,891.864,673.616,0.219022
88,1,861.432,658.164,0.426488
89,1,893.146,672.071,0.219753
90,1,896.255,671.11,0.300819
91,1,896.879,670.941,0.36126
92,1,894.522,671.1,0.232535
93,1,895.166,669.769,0.191836
94,1,898.586,671.311,0.214791
95,1,899.516,670.792,0.238651
96,1,903.38,668.713,0.275057
97,1,905.218,669.616,0.400399
98,1,915.017,676.246,0.294266
99,1,906.118,668.022,0.264361
100,1,910.651,667.764,0.42943
101,1,912.039,669.41,0.369379
102,1,911.463,668.929,0.399747
103,1,914.024,668.392,0.481287
104,1,924.982,674.929,0.315246
105,1,917.402,669.461,0.342883
106,1,921.214,665.61,0.373038
107,1,927.398,672.846,0.325142
108,1,921.82,666.113,0.553795
109,1,909.757,692.377,0.194671
110,1,926.732,667.361,0.510824
111,1,912.706,673.198,0.0591667
112,1,931.368,667.778,0.437703
113,1,901.778,665.384,0.165233
114,1,932.573,667.509,0.380171
