969.552,742.309,0.0112215,964.076,719.49,0.051961,922.089,647.383,0.150109,926.653,659.249,0.511415,946.733,667.464,0.34809,950.384,736.832,0.648523,948.559,699.41,0.541183,963.163,676.591,0.359513,972.29,654.685,0.350354,975.029,744.134,0.686018,969.552,706.712,0.9164,975.941,674.766,0.735738,976.854,651.947,0.685864,997.847,743.221,0.644991,993.283,706.712,0.622734,991.458,681.155,0.526647,985.069,669.289,0.406022,1016.1,735.007,0.579673,1014.28,717.665,0.455717,1006.97,693.933,0.712192,999.673,682.068,0.619028
974.419,735.979,0.0110966,958.361,671.745,0.0757302,921.521,647.185,0.213074,920.576,653.798,0.46395,947.025,666.078,0.518064,949.859,737.868,0.612546,950.804,697.25,0.408285,970.641,673.635,0.228978,972.53,651.909,0.322662,973.474,744.48,0.694022,971.585,706.696,0.848354,976.308,674.579,0.692045,978.198,650.964,0.692238,996.145,744.48,0.603763,995.201,706.696,0.412776,990.477,681.191,0.4729,982.921,664.188,0.296208,1017.87,735.034,0.492678,1016.93,722.754,0.519096,1010.31,696.305,0.691514,1002.76,680.247,0.681742
973.795,739.184,0.0103699,961.654,672.873,0.0676978,925.23,646.723,0.156158,922.428,657.93,0.50716,949.512,666.336,0.336853,950.446,737.316,0.668625,950.446,697.156,0.599734,970.059,672.873,0.421738,975.663,650.458,0.399436,974.729,744.787,0.658943,971.927,706.495,0.8291,979.399,673.807,0.665169,979.399,651.392,0.689848,998.078,743.853,0.63018,995.276,708.363,0.481173,994.342,680.345,0.448575,987.804,668.203,0.354792,1017.69,735.448,0.511848,1016.76,721.439,0.575845,1010.22,696.222,0.67624,1002.75,681.279,0.638361
980.536,743.057,0.0155904,960.188,649.277,0.0656919,924.799,642.199,0.284439,930.108,660.779,0.442501,947.802,667.856,0.312224,953.11,737.749,0.684268,953.11,697.052,0.562856,969.92,675.819,0.315072,976.998,650.162,0.290255,976.998,746.596,0.697179,973.459,705.899,0.877035,979.652,674.934,0.746926,981.421,649.277,0.766192,1000,743.942,0.627454,996.461,706.784,0.609468,995.577,680.242,0.486669,988.499,668.741,0.391104,1018.58,733.325,0.59583,1017.69,719.17,0.440222,1010.62,694.398,0.71048,1003.54,682.012,0.641831
968.783,743.967,0.0123375,960.742,674.275,0.0821193,925.896,645.683,0.263772,928.576,660.872,0.412502,950.02,665.34,0.34942,953.594,738.606,0.628876,952.701,698.399,0.426714,952.701,695.719,0.203612,974.144,652.831,0.30351,977.718,745.754,0.689478,974.144,706.44,0.843302,980.399,674.275,0.707452,981.292,651.044,0.621798,1001.84,744.861,0.610316,997.375,706.44,0.613661,995.588,680.529,0.517003,989.334,668.914,0.377683,1020.61,735.032,0.475438,1018.82,719.843,0.522343,1012.56,696.612,0.694086,1006.31,681.423,0.604367
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
991.777,743.246,0.0200501,962.684,650.68,0.0749797,930.066,644.509,0.243286,929.184,660.377,0.435111,951.224,663.903,0.299016,956.513,737.075,0.646312,955.632,696.522,0.530508,974.145,673.601,0.335675,980.316,651.561,0.36338,979.434,745.009,0.712881,976.79,706.219,0.880396,982.079,673.601,0.727584,984.724,650.68,0.725857,1003.24,744.127,0.622593,999.711,706.219,0.605434,997.948,679.772,0.542061,991.777,667.43,0.383452,1022.63,734.43,0.593855,1019.99,715.035,0.458028,1013.82,693.877,0.719217,1006.76,680.653,0.630281
989.44,744.188,0.0165616,961.077,648.466,0.0671996,928.284,644.034,0.177556,932.715,658.215,0.416322,953.101,663.533,0.290827,955.759,738.87,0.580773,955.759,697.213,0.569101,977.031,673.283,0.369887,980.576,651.125,0.367647,981.463,746.847,0.635073,977.917,705.19,0.813672,983.235,673.283,0.697652,984.122,649.352,0.653857,1003.62,745.961,0.520897,1000.96,706.077,0.486194,997.416,679.487,0.49647,991.212,667.079,0.315853,1024.89,737.098,0.480365,1023.12,719.371,0.514379,1016.92,697.213,0.678118,1010.71,682.146,0.586639
955.714,654.522,0.0181075,974.292,718.216,0.0434743,930.945,641.253,0.157593,935.368,658.061,0.461073,953.945,666.907,0.403596,959.253,738.562,0.373631,953.945,733.254,0.445673,956.599,699.638,0.528873,961.022,683.715,0.383716,982.253,746.524,0.693147,979.599,705.831,0.810594,982.253,674.869,0.723221,984.023,650.099,0.656609,1003.48,745.639,0.590765,1002.6,705.831,0.628354,997.292,679.292,0.563956,989.33,662.484,0.415166,1023.83,735.023,0.57063,1023.83,718.216,0.530696,1016.75,694.331,0.706478,1009.68,679.292,0.642947
954.425,617.612,0.0158549,966.151,674.441,0.0741767,932.776,646.477,0.235454,931.873,658.204,0.503569,953.523,666.322,0.4129,959.837,738.486,0.480256,954.425,733.074,0.283304,958.935,697.894,0.489444,962.543,681.657,0.306728,983.29,746.605,0.664213,980.584,706.915,0.835393,983.29,675.343,0.718713,986.898,650.085,0.668896,1004.94,744.801,0.561678,1003.14,705.11,0.567523,997.723,678.951,0.507509,991.409,663.616,0.388254,1025.69,733.976,0.453685,1024.78,719.543,0.540676,1017.57,694.286,0.698389,1010.35,678.951,0.667147
