817.896,768.553,0.297048,779.12,747.402,0.199241,754.444,730.658,0.14471,736.819,697.169,0.231607,747.394,678.663,0.269686,739.463,744.758,0.707661,735.056,703.338,0.69008,754.444,676.9,0.626665,756.207,659.275,0.515779,759.732,750.927,0.746899,753.563,707.745,0.896066,761.494,677.781,0.727121,763.257,656.631,0.653805,781.764,747.402,0.758231,776.476,709.507,0.671328,776.476,685.713,0.672789,771.188,674.256,0.440131,802.033,741.233,0.595507,794.102,717.439,0.629754,791.458,697.169,0.725601,789.695,686.594,0.660699
820.982,770.441,0.207428,777.89,748.895,0.188481,756.344,729.144,0.124858,715.047,663.609,0.411173,750.06,665.404,0.288665,737.491,743.508,0.714117,733.9,701.314,0.675948,754.548,677.075,0.694417,758.139,658.222,0.557366,759.935,750.69,0.752607,753.651,707.599,0.93722,762.628,677.075,0.767885,763.526,656.427,0.751335,782.378,748.895,0.76917,776.094,707.599,0.683024,776.992,685.155,0.712436,775.196,677.075,0.441133,803.924,741.713,0.640766,794.947,715.678,0.632767,791.356,698.621,0.674659,789.56,685.155,0.657997
824.3,773.431,0.135924,778.306,747.781,0.135908,757.079,728.322,0.111572,718.161,664.639,0.482846,750.003,666.408,0.284523,738.504,743.358,0.683868,734.966,703.556,0.695375,755.31,677.906,0.687631,758.848,657.563,0.525406,760.617,750.434,0.72372,754.425,707.094,0.919458,763.27,677.906,0.739921,764.154,657.563,0.733743,782.729,748.665,0.761758,776.537,707.979,0.664346,777.422,684.982,0.70174,774.768,677.906,0.427874,804.841,741.589,0.650491,795.996,715.939,0.604594,791.574,699.134,0.659239,789.805,685.866,0.658727
822.307,771.388,0.200471,778.395,748.553,0.167028,756.439,730.11,0.124241,717.796,665.998,0.37935,752.048,664.242,0.307844,738.874,743.284,0.724306,735.361,701.128,0.705988,755.561,677.416,0.720986,758.195,658.094,0.589322,760.83,751.188,0.761013,754.682,707.276,0.918965,763.465,677.416,0.734649,765.221,658.094,0.681271,782.786,749.432,0.792447,776.639,708.154,0.700437,777.517,686.198,0.691415,775.76,679.172,0.43036,803.864,741.527,0.695216,795.96,715.18,0.645462,791.569,697.615,0.659229,789.812,687.076,0.645488
825.499,772.221,0.15268,787.805,747.99,0.133494,763.573,706.706,0.109,718.7,665.422,0.241376,750.111,665.422,0.264425,740.239,743.502,0.701762,736.649,702.219,0.636203,755.496,677.089,0.746927,759.086,657.345,0.57069,761.778,750.682,0.734652,754.599,707.603,0.914151,762.676,677.089,0.744887,764.471,656.448,0.726244,783.318,749.785,0.756925,777.035,707.603,0.698902,777.933,685.167,0.684776,775.24,676.192,0.397421,805.754,742.605,0.616743,796.78,715.681,0.586046,792.292,698.629,0.633586,790.497,685.167,0.670711
826.265,773.839,0.13557,779.765,747.906,0.114441,756.514,730.021,0.119177,720.744,666.529,0.17327,747.572,681.732,0.25243,740.418,745.223,0.704836,735.052,705.876,0.671844,754.726,678.155,0.596412,757.409,659.375,0.518446,761.88,750.588,0.72096,754.726,707.665,0.942742,761.88,678.155,0.798044,764.562,656.693,0.707996,783.342,748.8,0.789763,777.082,707.665,0.70203,777.976,685.309,0.713762,775.293,676.366,0.419319,804.803,741.646,0.691735,796.755,714.819,0.635757,793.178,697.828,0.634092,790.496,685.309,0.658025
823.47,770.711,0.279507,792.373,748.761,0.184236,761.276,729.554,0.11041,714.63,662.786,0.517937,752.13,667.36,0.337761,741.154,744.188,0.689528,736.581,704.859,0.666878,756.703,676.506,0.628457,759.446,658.213,0.58329,760.361,750.59,0.766009,756.703,706.688,0.91876,764.934,676.506,0.727518,764.934,656.384,0.698166,782.312,749.675,0.735267,779.568,707.603,0.612069,779.568,684.737,0.713205,774.08,674.677,0.430425,803.348,742.358,0.615343,796.031,715.834,0.6151,794.202,698.457,0.692772,791.458,686.567,0.631929
821.68,772.938,0.261518,792.183,746.044,0.17981,765.288,730.427,0.104264,719.308,665.36,0.345827,753.143,666.228,0.217649,740.129,745.176,0.703635,739.262,701.798,0.719275,758.348,676.639,0.756664,761.818,655.817,0.648694,760.951,752.116,0.804369,756.613,708.738,0.839155,766.156,677.506,0.713763,767.891,655.817,0.809072,782.64,749.514,0.711682,778.302,710.474,0.666601,780.905,685.314,0.679071,775.699,675.771,0.456706,804.329,744.308,0.582287,796.521,718.282,0.627631,795.653,700.063,0.690805,793.05,687.917,0.635838
823.692,773.59,0.148316,783.16,748.037,0.116689,765.537,731.296,0.095243,717.956,666.973,0.490664,754.964,666.973,0.283263,739.985,745.394,0.730293,738.222,703.981,0.782555,758.488,676.666,0.704069,761.132,657.281,0.624051,761.132,752.443,0.799411,757.607,708.386,0.862357,766.418,677.547,0.71098,767.3,657.281,0.727185,783.16,749.799,0.729851,779.635,710.149,0.668154,780.516,686.358,0.682168,775.23,675.785,0.4539,803.426,744.513,0.633165,797.258,718.079,0.656834,795.496,698.694,0.69752,792.852,688.12,0.647755
823.674,774.42,0.186765,782.273,748.875,0.138287,756.728,732.138,0.101685,720.612,666.954,0.37755,754.085,667.835,0.243226,740.872,746.232,0.706528,738.229,703.95,0.696803,756.728,677.524,0.649225,760.251,659.026,0.620146,762.013,752.398,0.768371,757.609,710.116,0.898949,765.536,678.405,0.756573,767.298,657.264,0.698928,784.915,748.875,0.723238,780.511,710.116,0.701901,780.511,687.214,0.675457,775.226,675.763,0.449693,806.056,743.589,0.608349,798.128,718.044,0.606784,795.486,698.665,0.67861,792.843,688.095,0.648871
826.742,775.373,0.137288,782.593,746.541,0.110827,760.067,731.224,0.104241,720.423,667.252,0.239033,754.661,668.153,0.239918,742.047,745.64,0.743158,738.443,701.49,0.665383,759.166,678.064,0.719855,761.869,659.142,0.61693,764.572,752.848,0.769829,758.265,708.698,0.924827,766.375,678.965,0.743676,768.177,659.142,0.754743,787.098,748.343,0.774347,780.791,709.599,0.698439,780.791,687.074,0.664574,775.385,674.46,0.419118,807.821,742.937,0.646154,799.712,717.708,0.60248,795.207,698.787,0.647655,793.405,687.975,0.678788
818.053,770.156,0.231733,777.245,748.902,0.20346,750.89,733.599,0.157174,737.288,700.443,0.203169,747.49,681.74,0.205669,738.138,743.801,0.694366,735.587,702.144,0.621506,755.141,677.489,0.647368,756.841,656.235,0.612533,759.392,750.603,0.719726,753.441,708.095,0.922681,762.792,678.339,0.837212,770.444,659.636,0.694221,781.496,748.902,0.770299,775.545,708.095,0.739793,777.245,683.44,0.682047,776.395,663.886,0.519149,801.9,741.251,0.679132,795.098,714.896,0.659274,790.848,696.192,0.683566,789.147,684.29,0.663616
826.178,774.017,0.176353,782.63,747.888,0.141291,762.597,731.339,0.110744,716.436,668.629,0.40822,753.888,666.888,0.277908,742.565,745.275,0.728385,739.952,703.468,0.723143,759.984,677.339,0.652705,762.597,659.049,0.554714,764.339,752.243,0.782586,759.113,709.565,0.90942,766.952,677.339,0.784444,768.694,656.436,0.722196,787.855,748.759,0.781842,781.759,710.436,0.707741,781.759,686.92,0.643916,776.533,675.597,0.435012,808.759,740.92,0.662715,800.92,717.404,0.611251,795.694,698.242,0.651636,794.823,688.662,0.667506
