970.964,751.595
968.257,752.561
969.82,756.633
968.825,755.691
973.442,754.178
0,0
976.712,753.222
969.361,772.057
974.822,752.729
973.969,761.218
975.719,754.29
973.324,761.491
979.526,751.568
1014.73,752.568
0,0
973.618,757.808
0,0
983.233,753.039
0,0
981.621,771.579
0,0
981.288,789.455
0,0
991.885,795.208
0,0
0,0
0,0
0,0
0,0
0,0
989.441,756.488
987.033,762.667
0,0
988.402,760.335
0,0
0,0
988.704,758.242
990.391,753.38
0,0
0,0
991.979,757.433
995.012,753.353
995.286,754.285
0,0
996.454,765.045
0,0
992.484,768.839
1004.37,741.094
1003.81,784.863
1002.82,750.504
1001.21,754.117
1008.19,744.985
999.737,738.159
0,0
996.016,756.321
1010.73,742.054
997.508,754.211
1006.63,743.654
1011.29,745.041
1012.44,743.664
1009.88,748.385
1006.04,777.895
1014.56,746.902
1012.68,752.14
1015.41,745.811
1011.31,775.975
1019.24,744.139
0,0
0,0
0,0
1014.14,777.03
0,0
1023.78,741.486
0,0
0,0
1016.77,745.372
0,0
1021.17,771.032
0,0
1043.02,789.852
1030.77,742.492
1031.95,748.184
1030.26,749.16
0,0
0,0
1032.92,791.5
0,0
0,0
1036.7,743.363
1036.98,745.376
0,0
1041.43,745.368
0,0
1043.61,743.405
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1054.43,747.044
0,0
0,0
1048.4,742.286
1053.62,747.077
1045.19,743.451
1055.36,744.366
0,0
1053.58,745.253
1057.62,745.141
1056.65,745.316
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1066.15,746.298
0,0
1066.41,745.176
0,0
1066.12,746.202
0,0
0,0
1073.64,744.084
1075.84,743.342
1072.14,743.342
1063.47,743.111
1076.03,744.387
0,0
1073.86,747.181
0,0
1075.45,743.585
1077.53,743.578
1074.91,742.481
0,0
1085.37,731.701
1077.85,745.855
1086.31,742.232
1079.31,741.201
1089.25,729.038
1085.84,745.322
1083.94,743.275
1080.93,742.308
1093.56,730.189
1086.39,744.166
1093.25,730.926
1083.17,741.599
1087.82,741.545
1099.15,728.117
0,0
0,0
1101.19,731.029
0,0
1093.82,739.653
1102.1,729.945
1104.82,729.458
1105.78,729.875
0,0
0,0
0,0
0,0
0,0
1110.91,728.863
0,0
0,0
1113.55,729.788
1113.42,731.358
0,0
0,0
0,0
1103.66,743.527
0,0
1116.63,731.854
1106.89,744.424
1119.03,733.029
1118.78,732.022
1118.97,730.943
1120.77,730.931
1109.11,745.307
1123.06,731.191
1122.81,731.072
1123.9,731.821
1124.22,730.352
1124.19,731.049
1127.16,730.323
1078.9,683.382
1103.14,631.072
1118.5,745.117
1115.76,747.943
1117.96,746.096
1129.8,732.116
1131,731.654
0,0
1133.58,734.152
1120.02,729.885
1110.91,632.206
0,0
1119.35,746.375
1114.91,629.248
1115.75,630.997
1123.42,664.985
1123.48,752.179
1122.47,663.085
1125.29,748.328
1135.55,745.025
1091.17,684.47
1128.38,747.437
1119.85,629.438
1128.51,748.389
1128.22,745.383
1129.74,746.421
1131.01,747.254
1131.88,746.45
1133.11,747.199
1114.93,626.63
1170.02,667.584
1135.83,752.054
1148.49,692.392
1150.7,693.776
1143.22,792.824
1134.92,747.427
1150.98,749.633
1137.98,746.391
0,0
1139.01,748.672
0,0
0,0
0,0
1147.39,669.911
1139.4,750.097
1139.18,749.057
0,0
1140.78,751.065
0,0
1147.54,754.598
1155.2,752.992
1149.45,749.371
1106.54,692.367
1152.58,753.766
1154.48,756.657
1152.51,753.688
1148.34,753.556
1152.66,756.584
1148.62,754.038
1161.76,752.861
1165.4,754.835
1163.37,755.161
1162.28,756.364
1165.5,764.69
1167.12,755.362
1160.21,764.368
1151.45,754.901
1164.2,766.886
1158.85,753.72
1166.57,756.385
1159.45,757.706
1156.71,756.788
1153.56,758.781
1156.75,760.461
0,0
1167.77,755.53
1162.78,757.483
1168.69,757.222
1168.44,757.845
1163.78,752.964
1168.89,756.036
1165.62,755.986
0,0
1162.56,760.201
1162.61,760.114
1161.94,759.861
1169.03,758.327
1162.64,757.78
1168.9,756.325
1163.94,756.287
1164.22,757.927
1162.87,758.284
1169.71,759.435
1165.18,763.118
0,0
1164.42,763.051
0,0
1163.55,761.937
0,0
1163.88,762.8
1164.19,767.742
1157.84,767.057
0,0
0,0
0,0
0,0
0,0
0,0
1145.71,775.913
1143,774.779
1132.82,689.391
1139.3,772.72
1130.72,687.484
1130.47,687.314
1127.95,687.345
1130.19,776.978
1126.88,776.437
1125.93,776.878
